vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,unnamed: 41,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,Unnamed: 9,lap_time_seconds,START_UTC_SECONDS,lap,Laptrigger_lapdist_dls,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
2,1,11,0 days 00:01:41.430000,0,,34.268,0,33.826,0,33.336,0,139.3,19:45.085,2025-11-10 11:24:18.837,0:34.268,0:33.826,0:33.336,209.3,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.268,33.826,33.336,24.169,24.169,10.099,34.268,19.123,53.391,14.703,1:08.094,13.339,1:21.433,19.997,1:41.430,,10,1077.502,1760887397.502,,,,,,,,,,,101.43,1760887296.072,11,1991.3821656050955,-5.553712346202801,39.79391209210285,-86.23572527659258,-0.0005748833262621976,-0.229319898175647,71.42174798472635,2.947815019092066,6420.501061571125,5.887664403903267,6.008663555366992,137.19548728813558,1,0 days 00:01:41.003000,0.427
2,1,12,0 days 00:01:41.003000,2,,34.254,2,33.881,0,32.868,0,139.9,21:26.088,2025-11-10 11:25:59.840,0:34.254,0:33.881,0:32.868,212.2,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.254,33.881,32.868,24.138,24.138,10.116,34.254,19.213,53.467,14.668,1:08.135,13.028,1:21.163,19.84,1:41.003,,11,1178.505,1760887498.505,,,,,,,,,,,101.003,1760887397.502,12,1991.054852320675,-5.407004219409282,39.793899210998276,-86.23571522386769,-0.002587341772151899,-0.2217282700421941,70.2113670886076,2.891561181434599,6408.350210970464,5.883223628691983,5.996086497890295,135.71867088607596,1,0 days 00:01:41.003000,0.0
2,1,13,0 days 00:01:41.714000,0,,34.304,0,34.437,0,32.973,0,138.9,23:07.802,2025-11-10 11:27:41.554,0:34.304,0:34.437,0:32.973,211.4,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.304,34.437,32.973,24.160,24.160,10.144,34.304,19.118,53.422,15.319,1:08.741,13.286,1:22.027,19.687,1:41.714,,12,1280.219,1760887600.219,,,,,,,,,,,101.714,1760887498.505,13,2004.6474358974358,-5.690268886043534,39.7939148160875,-86.23575537010385,0.00031028595817328175,-0.22339308578745198,71.65886897140419,2.903115663679044,6462.876068376068,6.501022193768673,6.606630388390952,136.7571153846154,1,0 days 00:01:41.003000,0.711
2,1,14,0 days 00:02:02.838000,0,,34.557,0,38.470,0,49.811,0,115.0,25:10.640,2025-11-10 11:29:44.392,0:34.557,0:38.470,0:49.811,206.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,34.557,38.47,49.811,24.433,24.433,10.124,34.557,21.514,56.071,16.956,1:13.027,19.229,1:32.256,30.582,2:02.838,,13,1403.057,1760887723.057,,,,,,,,,,,122.838,1760887600.2189999,14,2011.8867924528302,-5.783284457478006,39.79389262908565,-86.23569265109103,0.007847926267281105,-0.22060955173858401,70.09586929199833,2.8487641390867195,6406.914046121593,5.348705488060327,5.447775450356096,134.37853556485356,0,0 days 00:01:41.003000,21.835
2,1,15,0 days 00:02:33.535000,0,,54.067,0,50.349,0,49.119,0,92.0,27:44.175,2025-11-10 11:32:17.927,0:54.067,0:50.349,0:49.119,109.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,54.067,50.349,49.119,40.544,40.544,13.523,54.067,31.463,1:25.530,18.886,1:44.416,20.311,2:04.727,28.808,2:33.535,,14,1556.592,1760887876.592,,,,,,,,,,,153.535,1760887723.057,15,2001.8768898488122,-5.861465517241379,39.793936619265324,-86.23576853521939,0.003041810344827586,-0.2342271551724138,72.56224568965517,2.934051724137931,6454.537796976242,6.170508620689655,6.261381465517242,137.5710775862069,1,0 days 00:01:41.003000,52.532
2,1,16,0 days 00:02:31.921000,0,,53.061,0,50.434,0,48.426,0,93.0,30:16.096,2025-11-10 11:34:49.848,0:53.061,0:50.434,0:48.426,110.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,53.061,50.434,48.426,39.612,39.612,13.449,53.061,31.556,1:24.617,18.878,1:43.495,20.352,2:03.847,28.074,2:31.921,,15,1708.513,1760888028.513,,,,,,,,,,,151.921,1760887876.592,16,1954.6508226691042,-4.583187134502924,39.79398664954113,-86.23594788222285,-0.02204093567251462,-0.17443165204678363,40.920833333333334,2.8351608187134505,5741.7166361974405,3.86999817251462,3.9493841374269003,118.65968921389397,0,0 days 00:01:41.003000,50.918
2,1,17,0 days 00:02:14.002000,0,,49.387,0,42.962,0,41.653,0,105.5,32:30.098,2025-11-10 11:37:03.850,0:49.387,0:42.962,0:41.653,140.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,49.387,42.962,41.653,36.743,36.743,12.644,49.387,24.653,1:14.040,18.309,1:32.349,18.552,1:50.901,23.101,2:14.002,,16,1842.515,1760888162.515,,,,,,,,,,,134.002,1760888028.513,17,1986.026049204052,-2.257072606306046,39.793871797093225,-86.23585171929874,-0.01612698871854209,-0.10968585478738792,18.268518947063928,1.9424356378362742,5458.4500723589,1.1839427249059877,1.219472085623373,94.41767004341534,0,0 days 00:01:41.003000,32.999
2,1,18,0 days 00:01:42.802000,0,,36.000,0,34.015,0,32.787,0,137.5,34:12.900,2025-11-10 11:38:46.652,0:36.000,0:34.015,0:32.787,203.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,36.0,34.015,32.787,25.589,25.589,10.411,36.000,19.203,55.203,14.812,1:10.015,13.048,1:23.063,19.739,1:42.802,,17,1945.317,1760888265.317,,,,,,,,,,,102.80199999999999,1760888162.5149999,18,1960.2539229671897,-2.3934875749785776,39.79388143784045,-86.23590348523469,-0.010908311910882604,-0.09534018851756641,18.47735504141674,2.0,5263.465049928674,0.6075378463296202,0.6288231933733219,92.51958571428571,0,0 days 00:01:41.003000,1.799
2,1,19,0 days 00:02:13.136000,0,,41.972,0,45.954,0,45.210,0,106.1,36:26.036,2025-11-10 11:40:59.788,0:41.972,0:45.954,0:45.210,189.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,41.972,45.954,45.21,29.541,29.541,12.431,41.972,26.763,1:08.735,19.191,1:27.926,18.332,1:46.258,26.878,2:13.136,,18,2078.453,1760888398.453,,,,,,,,,,,133.136,1760888265.3170002,19,1899.2789915966387,-4.352893674293406,39.793895578961994,-86.2357775353166,0.01313829071332436,-0.14874226110363392,37.93842530282638,2.141655450874832,5993.221848739496,2.0287971063257064,2.072752355316285,108.5578487394958,0,0 days 00:01:41.003000,32.133
2,1,20,0 days 00:02:22.581000,0,,48.804,0,49.246,0,44.531,0,99.1,38:48.617,2025-11-10 11:43:22.369,0:48.804,0:49.246,0:44.531,131.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,48.804,49.246,44.531,36.196,36.196,12.608,48.804,30.16,1:18.964,19.086,1:38.050,17.817,1:55.867,26.714,2:22.581,,19,2221.034,1760888541.034,,,,,,,,,,,142.581,1760888398.4529998,20,1984.9665271966528,-6.013628762541806,39.79397353041531,-86.23575257138664,-0.004452341137123747,-0.2209113712374582,70.82227842809365,2.8775083612040135,6359.441422594142,6.381387959866221,6.481897993311037,134.53414225941424,1,0 days 00:01:41.003000,41.578
2,1,21,0 days 00:02:22.175000,0,,49.228,0,48.938,0,44.009,0,99.4,41:10.792,2025-11-10 11:45:44.544,0:49.228,0:48.938,0:44.009,128.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,49.228,48.938,44.009,35.969,35.969,13.259,49.228,29.956,1:19.184,18.982,1:38.166,17.805,1:55.971,26.204,2:22.175,,20,2363.209,1760888683.209,,,,,,,,,,,142.175,1760888541.0340002,21,2080.996726677578,-3.887401832460733,39.793674191879354,-86.23566925088772,-0.02944600785340314,-0.1206515052356021,23.65006544502618,2.542539267015707,5335.711947626841,2.402428010471204,2.4668717277486913,107.120441898527,0,0 days 00:01:41.003000,41.172
2,1,22,0 days 00:02:13.315000,0,,45.306,0,45.701,0,42.308,0,106.0,43:24.107,2025-11-10 11:47:57.859,0:45.306,0:45.701,0:42.308,133.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,45.306,45.701,42.308,32.989,32.989,12.317,45.306,27.456,1:12.762,18.245,1:31.007,16.658,1:47.665,25.65,2:13.315,,21,2496.524,1760888816.524,,,,,,,,,,,133.315,1760888683.2089999,22,1969.3804511278195,-3.2077038820343065,39.79390012504034,-86.23583637918294,-0.009186578393018357,-0.11250707192296118,20.097020764369542,2.389407162202829,5122.015037593985,1.145577791152573,1.1757026783027384,98.18251127819549,0,0 days 00:01:41.003000,32.312
2,1,23,0 days 00:02:08.226000,0,,46.882,0,41.827,0,39.517,0,110.2,45:32.333,2025-11-10 11:50:06.085,0:46.882,0:41.827,0:39.517,148.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FF,46.882,41.827,39.517,34.731,34.731,12.151,46.882,24.408,1:11.290,17.419,1:28.709,15.762,1:44.471,23.755,2:08.226,,22,2624.75,1760888944.75,,,,,,,,,,,128.226,1760888816.524,23,1962.4167938931298,-3.5737709923664123,39.79392727567949,-86.23579733812171,-0.012461374045801527,-0.11767816793893131,20.616461068702293,2.364885496183206,5227.4,0.8944854961832062,0.9254167938931298,99.36780152671756,0,0 days 00:01:41.003000,27.223
3,1,1,0 days 00:01:58.481000,0,,43.641,0,38.406,0,36.434,0,119.3,1:58.481,2025-11-10 11:06:32.233,0:43.641,0:38.406,0:36.434,196.0,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,43.641,38.406,36.434,31.673,31.673,11.968,43.641,20.856,1:04.497,17.550,1:22.047,14.655,1:36.702,21.779,1:58.481,,1,10.898,1760886330.898,,,,,,,,,,,118.481,1760886212.417,1,2846.2181440443214,-6.554583217945168,39.79414802547044,-86.23620345274915,0.038609249515369704,-0.1156182497923013,41.2953821656051,2.238161174189975,4744.520083102493,3.238494876765439,3.290166851287732,90.10609418282549,1,0 days 00:01:42.343000,16.138
3,1,1,0 days 00:01:58.828000,0,,45.510,0,37.086,0,36.232,0,118.9,1:58.828,2025-11-10 11:06:32.580,0:45.510,0:37.086,0:36.232,195.3,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,45.51,37.086,36.232,33.623,33.623,11.887,45.510,20.405,1:05.915,16.681,1:22.596,14.546,1:37.142,21.686,1:58.828,,0,11.245,1760886331.245,,,,,,,,,,,118.828,1760886212.4169998,1,2846.2181440443214,-6.554583217945168,39.79414802547044,-86.23620345274915,0.038609249515369704,-0.1156182497923013,41.2953821656051,2.238161174189975,4744.520083102493,3.238494876765439,3.290166851287732,90.10609418282549,1,0 days 00:01:42.343000,16.485
3,1,2,0 days 00:02:05.194000,0,,38.252,0,40.821,0,46.121,0,112.9,4:04.022,2025-11-10 11:08:37.774,0:38.252,0:40.821,0:46.121,210.1,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,FCY,38.252,40.821,46.121,26.984,26.984,11.268,38.252,24.215,1:02.467,16.606,1:19.073,24.015,1:43.088,22.106,2:05.194,,2,136.439,1760886456.439,,,,,,,,,,,125.194,1760886331.245,2,1980.7714932126696,-6.532925909159499,39.793924460893884,-86.23584269887274,0.02776112871585936,-0.1161931492379659,44.11597706352799,2.7359287762185,4779.361990950226,3.9099569941149843,3.975912177455862,97.82832199546485,1,0 days 00:01:42.343000,22.851
3,1,2,0 days 00:02:06.850000,0,,39.172,0,40.055,0,47.623,0,111.4,4:05.331,2025-11-10 11:08:39.083,0:39.172,0:40.055,0:47.623,207.3,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,39.172,40.055,47.623,27.279,27.279,11.893,39.172,23.398,1:02.570,16.657,1:19.227,25.588,1:44.815,22.035,2:06.850,,3,137.748,1760886457.748,,,,,,,,,,,126.85,1760886330.898,2,1980.7714932126696,-6.532925909159499,39.793924460893884,-86.23584269887274,0.02776112871585936,-0.1161931492379659,44.11597706352799,2.7359287762185,4779.361990950226,3.9099569941149843,3.975912177455862,97.82832199546485,1,0 days 00:01:42.343000,24.507
3,1,3,0 days 00:02:11.264000,0,,48.047,0,44.374,0,38.843,0,107.7,6:15.286,2025-11-10 11:10:49.038,0:48.047,0:44.374,0:38.843,163.1,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,48.047,44.374,38.843,36.411,36.411,11.636,48.047,28.039,1:16.086,16.335,1:32.421,17.671,1:50.092,21.172,2:11.264,,4,267.703,1760886587.703,,,,,,,,,,,131.264,1760886456.4390001,3,1976.442883895131,-7.419857757813963,39.794045406357974,-86.23578248692434,0.03594179300018716,-0.17335130076735916,66.53461538461539,2.703537338573835,5898.328651685393,6.321031255848774,6.406979225154407,121.88244859813084,1,0 days 00:01:42.343000,28.921
3,1,3,0 days 00:02:10.441000,0,,47.202,0,45.027,0,38.212,0,108.3,6:15.772,2025-11-10 11:10:49.524,0:47.202,0:45.027,0:38.212,170.1,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,47.202,45.027,38.212,35.711,35.711,11.491,47.202,28.693,1:15.895,16.334,1:32.229,16.938,1:49.167,21.274,2:10.441,,5,268.189,1760886588.189,,,,,,,,,,,130.441,1760886457.748,3,1976.442883895131,-7.419857757813963,39.794045406357974,-86.23578248692434,0.03594179300018716,-0.17335130076735916,66.53461538461539,2.703537338573835,5898.328651685393,6.321031255848774,6.406979225154407,121.88244859813084,1,0 days 00:01:42.343000,28.098
3,1,4,0 days 00:01:47.256000,0,,36.739,0,36.004,0,34.513,0,131.7,8:02.542,2025-11-10 11:12:36.294,0:36.739,0:36.004,0:34.513,208.1,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,36.739,36.004,34.513,25.760,25.760,10.979,36.739,20.017,56.756,15.987,1:12.743,13.879,1:26.622,20.634,1:47.256,,6,374.959,1760886694.959,1760886696.0,2025-10-19 15:11:36,12.22,14.5,82.16,977.7,4.68,308.0,0.0,,107.256,1760886587.703,4,2093.448426573427,-6.853133182056205,39.793535001824345,-86.23559648084648,0.020679699773084308,-0.140344388200384,51.26147669750393,2.688252749170885,5342.502622377622,5.015076802234247,5.095609181358003,111.9852576419214,1,0 days 00:01:42.343000,4.913
3,1,4,0 days 00:01:48.470000,0,,37.234,0,36.268,0,34.968,0,130.3,8:04.242,2025-11-10 11:12:37.994,0:37.234,0:36.268,0:34.968,208.1,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,37.234,36.268,34.968,26.440,26.440,10.794,37.234,20.111,57.345,16.157,1:13.502,14.119,1:27.621,20.849,1:48.470,,7,376.659,1760886696.659,1760886696.0,2025-10-19 15:11:36,12.22,14.5,82.16,977.7,4.68,308.0,0.0,,108.47,1760886588.189,4,2093.448426573427,-6.853133182056205,39.793535001824345,-86.23559648084648,0.020679699773084308,-0.140344388200384,51.26147669750393,2.688252749170885,5342.502622377622,5.015076802234247,5.095609181358003,111.9852576419214,1,0 days 00:01:42.343000,6.127
3,1,5,0 days 00:01:45.049000,0,,35.343,0,35.543,0,34.163,0,134.5,9:47.591,2025-11-10 11:14:21.343,0:35.343,0:35.543,0:34.163,211.4,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,35.343,35.543,34.163,24.676,24.676,10.667,35.343,19.785,55.128,15.758,1:10.886,13.619,1:24.505,20.544,1:45.049,,8,480.008,1760886800.008,,,,,,,,,,,105.049,1760886694.9589999,5,1896.384424192212,-6.052764900662252,39.794157205038516,-86.23586328519102,0.03193543046357616,-0.14819503311258278,42.06775165562914,2.6160596026490066,5353.330571665286,2.719341059602649,2.784612582781457,107.79132450331126,0,0 days 00:01:42.343000,2.706
3,1,5,0 days 00:01:44.886000,0,,35.303,0,35.656,0,33.927,0,134.7,9:49.128,2025-11-10 11:14:22.880,0:35.303,0:35.656,0:33.927,208.1,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.303,35.656,33.927,24.821,24.821,10.482,35.303,19.703,55.006,15.953,1:10.959,13.439,1:24.398,20.488,1:44.886,,9,481.545,1760886801.545,,,,,,,,,,,104.886,1760886696.6590002,5,1896.384424192212,-6.052764900662252,39.794157205038516,-86.23586328519102,0.03193543046357616,-0.14819503311258278,42.06775165562914,2.6160596026490066,5353.330571665286,2.719341059602649,2.784612582781457,107.79132450331126,0,0 days 00:01:42.343000,2.543
3,1,6,0 days 00:01:43.860000,0,,35.147,0,35.089,0,33.624,0,136.1,11:31.451,2025-11-10 11:16:05.203,0:35.147,0:35.089,0:33.624,211.4,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,35.147,35.089,33.624,24.637,24.637,10.51,35.147,19.62,54.767,15.469,1:10.236,13.348,1:23.584,20.276,1:43.860,,10,583.868,1760886903.868,,,,,,,,,,,103.86,1760886800.0080001,6,2001.6585858585859,-7.821310149615852,39.79394423812206,-86.2357572948118,0.027431661949049734,-0.1997488879902952,70.97631217145168,2.926202992317024,6075.221212121212,6.601672058228871,6.694731095835018,130.65815151515153,1,0 days 00:01:42.343000,1.517
3,1,6,0 days 00:01:45.273000,0,,35.492,0,35.529,0,34.252,0,134.2,11:34.401,2025-11-10 11:16:08.153,0:35.492,0:35.529,0:34.252,208.1,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.492,35.529,34.252,25.004,25.004,10.488,35.492,19.784,55.276,15.745,1:11.021,13.615,1:24.636,20.637,1:45.273,,11,586.818,1760886906.818,,,,,,,,,,,105.273,1760886801.545,6,2001.6585858585859,-7.821310149615852,39.79394423812206,-86.2357572948118,0.027431661949049734,-0.1997488879902952,70.97631217145168,2.926202992317024,6075.221212121212,6.601672058228871,6.694731095835018,130.65815151515153,1,0 days 00:01:42.343000,2.93
