vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,pit_time,class,group,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,lap_time_seconds,START_UTC_SECONDS,lap,Steering_Angle,accx_can,accy_can,ath,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
3,1,11,0 days 00:02:29.546000,0,,44.591,0,51.683,0,53.272,0,144.9,27:31.867,2025-11-10 14:07:29.683,0:44.591,0:51.683,0:53.272,,,Am,,Toyota Gazoo Racing,GF,44.591,51.683,53.272,18.089,18.089,26.502,44.591,29.386,1:13.977,22.297,1:36.274,33.554,2:09.828,19.718,2:29.546,10,1503.264,1747505119.264,1747505121.0,2025-05-17 18:05:21,33.93,41.1,47.61,1013.5,1.44,242.0,0.0,149.546,1747504969.718,11.0,-7.275568685376662,0.005449335302806499,-0.1034301329394387,78.31150369276219,3.2242245199409156,6238.05317577548,6.559791728212703,6.693344165435747,139.94979320531758,1.0,0 days 00:02:28.603000,0.943
3,1,12,0 days 00:02:28.981000,0,,44.387,0,51.556,0,53.038,0,145.4,30:00.848,2025-11-10 14:09:58.664,0:44.387,0:51.556,0:53.038,,,Am,,Toyota Gazoo Racing,GF,44.387,51.556,53.038,17.987,17.987,26.400,44.387,29.163,1:13.550,22.393,1:35.943,33.349,2:09.292,19.689,2:28.981,11,1652.245,1747505268.245,,,,,,,,,,148.981,1747505119.264,12.0,-7.251136699143785,0.006493061706524948,-0.10878004133451431,79.39412164157072,3.2574549749040447,6247.930576070901,6.484976380277533,6.620129908473576,141.08976366322008,1.0,0 days 00:02:28.603000,0.378
3,1,13,0 days 00:02:29.027000,0,,44.327,0,51.397,0,53.303,0,145.4,32:29.875,2025-11-10 14:12:27.691,0:44.327,0:51.397,0:53.303,,,Am,,Toyota Gazoo Racing,GF,44.327,51.397,53.303,17.836,17.836,26.491,44.327,28.909,1:13.236,22.488,1:35.724,33.537,2:09.261,19.766,2:29.027,12,1801.272,1747505417.272,,,,,,,,,,149.027,1747505268.2450001,13.0,-7.288770370370371,0.008062518518518517,-0.10883111111111111,80.34235259259259,3.267851851851852,6266.533333333334,6.626502222222222,6.753072592592592,141.5442666666667,1.0,0 days 00:02:28.603000,0.424
3,1,14,0 days 00:02:28.874000,0,,44.275,0,51.294,0,53.305,0,145.5,34:58.749,2025-11-10 14:14:56.565,0:44.275,0:51.294,0:53.305,,,Am,,Toyota Gazoo Racing,GF,44.275,51.294,53.305,17.876,17.876,26.399,44.275,28.866,1:13.141,22.428,1:35.569,33.654,2:09.223,19.651,2:28.874,13,1950.146,1747505566.146,,,,,,,,,,148.874,1747505417.2719998,14.0,-6.622199170124481,0.007763189093064612,-0.11150237107291049,78.85310906935389,3.2522228808535862,6272.001481481481,6.105361588618851,6.224619146413753,141.59472592592593,1.0,0 days 00:02:28.603000,0.271
3,1,15,0 days 00:02:28.917000,0,,44.558,0,51.081,2,53.278,0,145.5,37:27.666,2025-11-10 14:17:25.482,0:44.558,0:51.081,0:53.278,,,Am,,Toyota Gazoo Racing,GF,44.558,51.081,53.278,17.966,17.966,26.592,44.558,28.89,1:13.448,22.191,1:35.639,33.595,2:09.234,19.683,2:28.917,14,2099.063,1747505715.063,,,,,,,,,,148.917,1747505566.146,15.0,-6.583550681683462,0.00701185536455246,-0.10968020154119738,78.87004445761708,3.2608180201541197,6269.466666666666,6.377717842323652,6.499860699466509,141.66094814814815,1.0,0 days 00:02:28.603000,0.314
3,1,16,0 days 00:02:28.845000,0,,44.207,0,51.454,0,53.184,0,145.6,39:56.511,2025-11-10 14:19:54.327,0:44.207,0:51.454,0:53.184,,,Am,,Toyota Gazoo Racing,GF,44.207,51.454,53.184,17.883,17.883,26.324,44.207,29.065,1:13.272,22.389,1:35.661,33.545,2:09.206,19.639,2:28.845,15,2247.908,1747505863.908,,,,,,,,,,148.845,1747505715.063,16.0,-7.160717462199822,0.0059833975689297355,-0.11017551141417137,79.84111473465758,3.260598873406463,6271.188427299703,6.768673287874296,6.894229172843167,141.7674777448071,1.0,0 days 00:02:28.603000,0.242
3,1,17,0 days 00:02:29.139000,0,,44.317,0,51.086,0,53.736,0,145.3,42:25.650,2025-11-10 14:22:23.466,0:44.317,0:51.086,0:53.736,,,Am,,Toyota Gazoo Racing,GF,44.317,51.086,53.736,18.044,18.044,26.273,44.317,28.786,1:13.103,22.3,1:35.403,33.499,2:08.902,20.237,2:29.139,16,2397.047,1747506013.047,,,,,,,,,,149.139,1747505863.908,17.0,-7.077611940298508,0.00744179104477612,-0.10838567164179104,78.87910447761195,3.247462686567164,6259.061102831594,6.786489552238806,6.928061194029851,141.29798807749626,1.0,0 days 00:02:28.603000,0.536
3,1,18,0 days 00:02:30.182000,0,,45.142,0,51.558,0,53.482,0,144.3,44:55.832,2025-11-10 14:24:53.648,0:45.142,0:51.558,0:53.482,,,Am,,Toyota Gazoo Racing,GF,45.142,51.558,53.482,18.574,18.574,26.568,45.142,29.274,1:14.416,22.284,1:36.700,33.728,2:10.428,19.754,2:30.182,17,2547.229,1747506163.229,,,,,,,,,,150.182,1747506013.0470002,18.0,-7.9648992890995265,0.007165876777251184,-0.1077867298578199,78.53876481042654,3.2695497630331753,6247.318518518518,6.995903436018958,7.139025473933649,141.4282962962963,1.0,0 days 00:02:28.603000,1.579
3,1,19,0 days 00:02:29.682000,0,,44.358,0,51.503,0,53.821,0,144.8,47:25.514,2025-11-10 14:27:23.330,0:44.358,0:51.503,0:53.821,,,Am,,Toyota Gazoo Racing,FF,44.358,51.503,53.821,17.891,17.891,26.467,44.358,29.098,1:13.456,22.405,1:35.861,33.855,2:09.716,19.966,2:29.682,18,2696.911,1747506312.911,1747506312.0,2025-05-17 18:25:12,32.7,43.4,48.19,1013.4,6.48,104.0,0.0,149.682,1747506163.229,19.0,-6.584869002060642,0.0054739476008242565,-0.11311186340889019,79.83778628201355,3.2593464821901676,6210.973490427099,6.695535766853106,6.839069767441861,140.35440353460973,1.0,0 days 00:02:28.603000,1.079
5,1,1,0 days 00:02:56.623000,0,B,50.291,0,54.765,0,1:11.567,0,122.7,2:56.623,2025-11-10 13:42:54.439,0:50.291,0:54.765,1:11.567,,,Am,,Toyota Gazoo Racing,GF,50.291,54.765,71.567,23.139,23.139,27.152,50.291,30.241,1:20.532,24.524,1:45.056,38.246,2:23.302,33.321,2:56.623,0,28.02,1747503644.02,,,,,,,,,,176.623,1747503467.397,1.0,0.9592172461206052,-0.010017530936947554,-0.004079895894716166,16.305177764682774,1.2982714594382243,1275.0434569113675,1.1818498330386957,1.1572664997053626,23.002879941075374,0.0,0 days 00:02:27.775000,28.848
5,1,2,0 days 00:03:55.711000,0,,2:11.680,0,51.377,0,52.654,2,91.9,6:52.334,2025-11-10 13:46:50.150,2:11.680,0:51.377,0:52.654,,0:01:42.366,Am,,Toyota Gazoo Racing,GF,131.68,51.377,52.654,1:44.712,1:44.712,26.968,2:11.680,29.055,2:40.735,22.322,3:03.057,33.111,3:36.168,19.543,3:55.711,0,263.731,1747503879.731,,,,,,,,,,235.711,1747503644.02,2.0,-4.4728266395526175,-0.022225216065073716,-0.07048856126080326,61.82362989323843,2.614133197763091,6010.511450381679,5.727552109811896,5.637597864768684,121.90846055979644,0.0,0 days 00:02:27.775000,87.936
5,1,3,0 days 00:02:28.070000,0,,44.120,0,51.094,0,52.856,0,146.3,9:20.404,2025-11-10 13:49:18.220,0:44.120,0:51.094,0:52.856,,,Am,,Toyota Gazoo Racing,GF,44.12,51.094,52.856,17.638,17.638,26.482,44.120,28.768,1:12.888,22.326,1:35.214,33.170,2:08.384,19.686,2:28.070,0,411.801,1747504027.801,,,,,,,,,,148.07,1747503879.7310002,3.0,-1.7828280926379214,0.010800790811523254,-0.08319130107324421,55.17579740161928,2.081152325362455,4552.997177798683,3.797066465825645,3.7299218602899646,90.39855126999059,1.0,0 days 00:02:27.775000,0.295
5,1,4,0 days 00:02:27.775000,2,,44.171,0,50.861,0,52.743,0,146.6,11:48.179,2025-11-10 13:51:45.995,0:44.171,0:50.861,0:52.743,,,Am,,Toyota Gazoo Racing,GF,44.171,50.861,52.743,17.760,17.760,26.411,44.171,28.709,1:12.880,22.152,1:35.032,33.105,2:08.137,19.638,2:27.775,1,559.576,1747504175.576,,,,,,,,,,147.775,1747504027.8009999,4.0,-7.4631482611348385,0.004690359975594875,-0.11008114704087858,80.03524710189139,3.234594264795607,6333.258015267175,6.2415375228798045,6.129777303233679,142.33264122137405,1.0,0 days 00:02:27.775000,0.0
5,1,5,0 days 00:02:28.636000,0,,43.690,2,51.343,0,53.603,0,145.8,14:16.815,2025-11-10 13:54:14.631,0:43.690,0:51.343,0:53.603,,,Am,,Toyota Gazoo Racing,GF,43.69,51.343,53.603,17.637,17.637,26.053,43.690,28.973,1:12.663,22.37,1:35.033,33.802,2:08.835,19.801,2:28.636,2,708.212,1747504324.212,,,,,,,,,,148.636,1747504175.576,5.0,-6.216272009714633,0.00409532483302975,-0.10847632058287797,80.1252276867031,3.277170613236187,6308.1153262518965,6.423928354584093,6.307941712204007,142.4163884673748,1.0,0 days 00:02:27.775000,0.861
5,1,6,0 days 00:02:41.961000,0,B,44.186,0,50.788,2,1:06.987,0,133.8,16:58.776,2025-11-10 13:56:56.592,0:44.186,0:50.788,1:06.987,,,Am,,Toyota Gazoo Racing,GF,44.186,50.788,66.987,17.730,17.730,26.456,44.186,28.68,1:12.866,22.108,1:34.974,33.187,2:08.161,33.8,2:41.961,3,870.173,1747504486.173,,,,,,,,,,161.961,1747504324.2120001,6.0,-6.62584102411432,0.0018809169395653462,-0.10856504912176243,79.01542721047932,3.2432271509377792,6325.293154761905,6.642654063709437,6.528825543316463,142.1922619047619,1.0,0 days 00:02:27.775000,14.186
7,1,1,0 days 00:02:28.603000,0,,46.173,0,50.428,0,52.002,0,145.8,2:28.603,2025-11-10 13:42:26.419,0:46.173,0:50.428,0:52.002,,,Am,,Toyota Gazoo Racing,GF,46.173,50.428,52.002,20.247,20.247,25.926,46.173,28.44,1:14.613,21.988,1:36.601,32.747,2:09.348,19.255,2:28.603,0,0.0,1747503616.0,1747503616.0,2025-05-17 17:40:16,32.97,45.3,46.72,1013.7,5.76,271.0,0.0,148.603,1747503467.397,1.0,0.19368450863777975,0.008393372982158028,-0.05557292551685075,41.65911356556216,1.5073633531577457,3015.7847025495753,3.088426083262532,3.144718210138771,66.98160764872522,1.0,0 days 00:02:26.184000,2.419
7,1,2,0 days 00:02:26.327000,0,,43.439,2,50.818,0,52.070,0,148.1,4:54.930,2025-11-10 13:44:52.746,0:43.439,0:50.818,0:52.070,,,Am,,Toyota Gazoo Racing,GF,43.439,50.818,52.07,17.651,17.651,25.788,43.439,28.851,1:12.290,21.967,1:34.257,32.839,2:07.096,19.231,2:26.327,1,146.327,1747503762.327,,,,,,,,,,146.327,1747503616.0,2.0,-3.4881851400730817,0.012986906211936662,-0.11738459196102313,80.98276796589523,3.261266747868453,6383.773211567732,7.854042326431181,7.998069427527406,143.98432267884323,1.0,0 days 00:02:26.184000,0.143
7,1,3,0 days 00:02:26.677000,0,,44.151,0,50.587,0,51.939,2,147.7,7:21.607,2025-11-10 13:47:19.423,0:44.151,0:50.587,0:51.939,,,Am,,Toyota Gazoo Racing,GF,44.151,50.587,51.939,18.021,18.021,26.130,44.151,28.615,1:12.766,21.972,1:34.738,32.754,2:07.492,19.185,2:26.677,2,293.004,1747503909.004,,,,,,,,,,146.677,1747503762.327,3.0,-4.408890251379522,0.019441140404659718,-0.11634671980380136,79.50561618638872,3.269773145309626,6380.911042944786,7.075387798896383,7.210335683629675,143.9088190184049,1.0,0 days 00:02:26.184000,0.493
7,1,4,0 days 00:02:26.729000,0,,43.675,0,50.832,0,52.222,0,147.7,9:48.336,2025-11-10 13:49:46.152,0:43.675,0:50.832,0:52.222,,,Am,,Toyota Gazoo Racing,GF,43.675,50.832,52.222,17.489,17.489,26.186,43.675,28.702,1:12.377,22.13,1:34.507,32.857,2:07.364,19.365,2:26.729,3,439.733,1747504055.733,1747504055.0,2025-05-17 17:47:35,33.83,43.0,46.78,1013.6,0.36,268.0,0.0,146.72899999999998,1747503909.004,4.0,5.889666666666667,0.012756363636363637,-0.12146848484848485,79.53015757575758,3.242121212121212,6391.3,7.239278787878788,7.394683333333334,143.6059393939394,1.0,0 days 00:02:26.184000,0.545
7,1,5,0 days 00:02:26.540000,0,,43.755,0,50.581,0,52.204,0,147.9,12:14.876,2025-11-10 13:52:12.692,0:43.755,0:50.581,0:52.204,,,Am,,Toyota Gazoo Racing,GF,43.755,50.581,52.204,17.608,17.608,26.147,43.755,28.547,1:12.302,22.034,1:34.336,32.996,2:07.332,19.208,2:26.540,4,586.273,1747504202.273,,,,,,,,,,146.54,1747504055.733,5.0,3.8685792349726777,0.011899514268366728,-0.12126715239829994,78.47538858530662,3.2374013357619913,6405.77811550152,7.549030054644809,7.700629933211901,143.68978723404257,1.0,0 days 00:02:26.184000,0.356
7,1,6,0 days 00:02:26.642000,0,,43.621,0,50.421,0,52.600,0,147.8,14:41.518,2025-11-10 13:54:39.334,0:43.621,0:50.421,0:52.600,,,Am,,Toyota Gazoo Racing,GF,43.621,50.421,52.6,17.558,17.558,26.063,43.621,28.39,1:12.011,22.031,1:34.042,32.775,2:06.817,19.825,2:26.642,5,732.915,1747504348.915,,,,,,,,,,146.642,1747504202.273,6.0,2.27588824779836,0.014886425751594292,-0.11935013665350744,79.69283328272093,3.255693896143334,6383.431610942249,7.215765259641664,7.378343455815365,143.568085106383,1.0,0 days 00:02:26.184000,0.458
7,1,7,0 days 00:02:26.444000,0,,43.733,0,50.420,2,52.291,0,148.0,17:07.962,2025-11-10 13:57:05.778,0:43.733,0:50.420,0:52.291,,,Am,,Toyota Gazoo Racing,GF,43.733,50.42,52.291,17.619,17.619,26.114,43.733,28.482,1:12.215,21.938,1:34.153,32.920,2:07.073,19.371,2:26.444,6,879.359,1747504495.359,1747504494.0,2025-05-17 17:54:54,34.5,43.4,45.24,1013.5,1.44,99.0,0.0,146.444,1747504348.915,7.0,-0.6336371923427531,0.016445457307809178,-0.12294834396839865,79.65770890306898,3.2503798237617745,6403.03186646434,7.1271862655727745,7.28490580370708,143.78786039453718,1.0,0 days 00:02:26.184000,0.26
7,1,8,0 days 00:02:26.286000,0,,43.469,0,50.445,0,52.372,0,148.1,19:34.248,2025-11-10 13:59:32.064,0:43.469,0:50.445,0:52.372,,,Am,,Toyota Gazoo Racing,GF,43.469,50.445,52.372,17.590,17.590,25.879,43.469,28.536,1:12.005,21.909,1:33.914,33.031,2:06.945,19.341,2:26.286,7,1025.645,1747504641.645,,,,,,,,,,146.286,1747504495.359,8.0,-0.11609756097560976,0.01453079268292683,-0.12096920731707317,79.1355731707317,3.2539634146341463,6396.723664122137,7.042352134146341,7.200964939024391,143.7495572519084,1.0,0 days 00:02:26.184000,0.102
7,1,9,0 days 00:02:26.442000,0,,43.672,0,50.458,0,52.312,0,148.0,22:00.690,2025-11-10 14:01:58.506,0:43.672,0:50.458,0:52.312,,,Am,,Toyota Gazoo Racing,GF,43.672,50.458,52.312,17.569,17.569,26.103,43.672,28.495,1:12.167,21.963,1:34.130,32.909,2:07.039,19.403,2:26.442,8,1172.087,1747504788.087,,,,,,,,,,146.442,1747504641.645,9.0,-0.060270602706027035,0.025928351783517836,-0.13167527675276752,79.85680504305043,3.2518450184501844,6404.797235023041,6.443384071340714,6.588542435424354,143.90967741935484,1.0,0 days 00:02:26.184000,0.258
7,1,10,0 days 00:02:26.184000,2,,43.530,0,50.481,0,52.173,0,148.2,24:26.874,2025-11-10 14:04:24.690,0:43.530,0:50.481,0:52.173,,,Am,,Toyota Gazoo Racing,GF,43.53,50.481,52.173,17.602,17.602,25.928,43.530,28.453,1:11.983,22.028,1:34.011,32.904,2:06.915,19.269,2:26.184,9,1318.271,1747504934.271,1747504933.0,2025-05-17 18:02:13,33.87,41.8,46.82,1013.6,0.36,216.0,0.0,146.184,1747504788.087,10.0,-0.6792091442693852,0.01752301513747297,-0.11196632684584491,79.32474822366389,3.2187210379981464,6399.859350850077,7.31566265060241,7.4814535063330245,143.14435857805253,1.0,0 days 00:02:26.184000,0.0
7,1,11,0 days 00:02:26.752000,0,,43.826,0,50.585,0,52.341,0,147.7,26:53.626,2025-11-10 14:06:51.442,0:43.826,0:50.585,0:52.341,,,Am,,Toyota Gazoo Racing,GF,43.826,50.585,52.341,17.689,17.689,26.137,43.826,28.606,1:12.432,21.979,1:34.411,32.886,2:07.297,19.455,2:26.752,10,1465.023,1747505081.023,,,,,,,,,,146.752,1747504934.271,11.0,-1.238751147842057,0.014011019283746557,-0.11401744719926538,78.59762779308234,3.2014080195898376,6407.353211009175,7.1814294459749,7.34233547597184,142.96366972477065,1.0,0 days 00:02:26.184000,0.568
7,1,12,0 days 00:02:27.010000,0,,43.977,0,50.720,0,52.313,0,147.4,29:20.636,2025-11-10 14:09:18.452,0:43.977,0:50.720,0:52.313,,,Am,,Toyota Gazoo Racing,GF,43.977,50.72,52.313,17.731,17.731,26.246,43.977,28.549,1:12.526,22.171,1:34.697,32.915,2:07.612,19.398,2:27.010,11,1612.033,1747505228.033,,,,,,,,,,147.01,1747505081.023,12.0,-1.0323072234074977,0.019474245656811946,-0.11678146906430967,78.05542517525144,3.244437671441634,6387.405487804878,6.181398963730571,6.3334608351112465,143.2858993902439,1.0,0 days 00:02:26.184000,0.826
7,1,13,0 days 00:02:27.233000,0,,43.729,0,50.834,0,52.670,0,147.2,31:47.869,2025-11-10 14:11:45.685,0:43.729,0:50.834,0:52.670,,,Am,,Toyota Gazoo Racing,GF,43.729,50.834,52.67,17.636,17.636,26.093,43.729,28.605,1:12.334,22.229,1:34.563,33.253,2:07.816,19.417,2:27.233,12,1759.266,1747505375.266,,,,,,,,,,147.233,1747505228.033,13.0,-0.16753207086133168,0.017243738546120952,-0.11143402565668906,79.1762309102016,3.2232742822235796,6374.444274809161,6.318396456933415,6.474271533292608,142.66048854961832,1.0,0 days 00:02:26.184000,1.049
7,1,14,0 days 00:02:27.043000,0,,43.940,0,50.561,0,52.542,0,147.4,34:14.912,2025-11-10 14:14:12.728,0:43.940,0:50.561,0:52.542,,,Am,,Toyota Gazoo Racing,GF,43.94,50.561,52.542,17.745,17.745,26.195,43.940,28.566,1:12.506,21.995,1:34.501,33.162,2:07.663,19.38,2:27.043,13,1906.309,1747505522.309,,,,,,,,,,147.043,1747505375.266,14.0,-2.973622047244094,0.012672016959418535,-0.12037038158691703,79.08504542701394,3.241974560872199,6379.119696969697,6.8890460327074505,7.0518503937007875,143.30628787878786,1.0,0 days 00:02:26.184000,0.859
7,1,15,0 days 00:02:27.333000,0,,43.674,0,50.613,0,53.046,0,147.1,36:42.245,2025-11-10 14:16:40.061,0:43.674,0:50.613,0:53.046,,,Am,,Toyota Gazoo Racing,GF,43.674,50.613,53.046,17.559,17.559,26.115,43.674,28.491,1:12.165,22.122,1:34.287,33.310,2:07.597,19.736,2:27.333,14,2053.642,1747505669.642,,,,,,,,,,147.333,1747505522.309,15.0,-1.790967348184315,0.016039365273115655,-0.1117891364052487,78.56791577662496,3.210863594751297,6375.431402439024,6.362523649679585,6.518738175160207,142.2780487804878,1.0,0 days 00:02:26.184000,1.149
7,1,16,0 days 00:02:27.707000,0,,44.225,0,51.265,0,52.217,0,146.7,39:09.952,2025-11-10 14:19:07.768,0:44.225,0:51.265,0:52.217,,,Am,,Toyota Gazoo Racing,GF,44.225,51.265,52.217,18.003,18.003,26.222,44.225,29.072,1:13.297,22.193,1:35.490,32.846,2:08.336,19.371,2:27.707,15,2201.349,1747505817.349,,,,,,,,,,147.707,1747505669.642,16.0,-1.6251733494121194,0.013098583056979196,-0.11539674404582455,76.4529725655713,3.2553512209828157,6341.337858220211,6.684687971058185,6.835221585770275,142.69147812971343,1.0,0 days 00:02:26.184000,1.523
